Title,Author
Meet Josefina : an American girl,"Tripp, Valerie, 1951-"
Meet Kit : an American girl,"Tripp, Valerie, 1951-"
Meet Molly : an American girl,"Tripp, Valerie, 1951-"
Meet Mr. and Mrs. Green. Book one,"Baker, Keith, 1953-"
"Meet Super Sid, crime-fighting kid","Greenburg, Dan."
Meet the Bigfeet,"Sherry, Kevin."
Meet The Gecko,"Van Draanen, Wendelin."
Meet the meerkat,"Lunde, Darrin P."
Meg takes a walk,"Blackaby, Susan."
Megalosaurus,"Lee, Sally, 1943-"
"Melanie Martin goes Dutch : the private diary of my almost bummer summer with Cecily, Matt the brat, and Vincent van Go Go Go","Weston, Carol."
Melody Mooner takes lessons,"Edwards, Frank B., 1952-"
Melonhead and the big stink,"Kelly, Katy."
Memily,"Cosgrove, Stephen."
Memorial Day,"Ansary, Mir Tamim."
Memorial Day,"Frost, Helen, 1949-"
Memory and magic,"David, Erica,"
Memory maze,"Korman, Gordon,"
Mental math : kids can't resist!,"Piccirilli, Richard."
Meow means mischief,"Nagda, Ann Whitehead, 1945-"
Mercy Watson : princess in disguise,"DiCamillo, Kate."
Mercy Watson : something wonky this way comes,"DiCamillo, Kate."
Mercy Watson fights crime,"DiCamillo, Kate."
Mercy Watson goes for a ride,"DiCamillo, Kate."
Mercy Watson thinks like a pig,"DiCamillo, Kate."
Mercy Watson to the rescue,"DiCamillo, Kate."
Meriwether Lewis,"Raum, Elizabeth."
Merry Christmas big hungry bear!,"Wood, Don, 1945-"
"Merry Christmas, Amelia Bedelia","Parish, Peggy."
"Merry Christmas, from Biscuit","Capucilli, Alyssa Satin,"
"Merry Christmas, Old Armadillo","Brimner, Larry Dane."
"Merry Christmas, Splat","Scotton, Rob."
"Merry Christmas, Splat.","Scotton, Rob."
"Merry Christmas, squirrels!","Rose, Nancy (Nancy Patricia), 1954-"
"Merry Christmas, Strega Nona","DePaola, Tomie, 1934-"
Merry un-Christmas,"Reiss, Mike."
Message in the mountain : a tale of Mount Rushmore,"Ransom, Candice F., 1952-"
Message in the sky,"Wyeth, Sharon Dennis."
Messenger,"Lowry, Lois."
Metal,"Oxlade, Chris."
Metamorphic rocks,"Pettiford, Rebecca,"
Meteor!,"Polacco, Patricia."
Mexico,"Walsh, Kieran."
Mi rincón en la montaña,"George, Jean Craighead, 1919-2012."
Mia Hamm : soccer star,"Kirkpatrick, Rob."
Mia in the mix,"Simon, Coco."
Mia the bridesmaid fairy,"Meadows, Daisy."
Mia's baker's dozen,"Simon, Coco."
Mia's boiling point,"Simon, Coco."
Micawber,"Lithgow, John, 1945-"
Mice,"Sjonger, Rebecca."
Mice and beans,"Ryan, Pam Muñoz."
Michael Faraday,"Fullick, Ann, 1956-"
Michael Jordan : basketball superstar,"Kirkpatrick, Rob."
Michael Le Soufflé and the April fool,"Welling, Peter J."
Michael Recycle,"Bethel, Ellie."
Michael's golden rules,"Jordan, Deloris."
Michelangelo,"Venezia, Mike."
Mickey & me,"Gutman, Dan."
Middle school mayhem,"Russell, Rachel Renée."
Midnight,"Hunter, Erin."
Midnight babies,"Wild, Margaret, 1948-"
Midnight for Charlie Bone,"Nimmo, Jenny."
Midnight on the moon,"Osborne, Mary Pope."
Midnight over Sanctaphrax,"Stewart, Paul."
Mighty Jackie : the strike-out queen,"Moss, Marissa."
Mike Fink : a tall tale,"Kellogg, Steven."
Mike Mulligan and his steam shovel,"Burton, Virginia Lee, 1909-1968."
Mildred and Sam,"Collicott, Sharleen."
Miles Standish : colonial leader,"Witteman, Barbara."
Milet picture dictionary English-Spanish,"Turhan, Sedat."
Millard Fillmore,"Santella, Andrew."
Millie in the snow,"Steffensmeier, Alexander."
Milly and the Macy's parade,"Corey, Shana."
Milo's hat trick,"Agee, Jon."
Milton Hershey,"Sutcliffe, Jane."
Milton the early riser,"Kraus, Robert, 1925-"
Mim's Christmas jam,"Pinkney, Andrea Davis."
Mimicry and camouflage,"Hoff, Mary King."
Mimosa and the River of Wisdom,"Sweet, J. H."
Mind if I read your mind?,"Winkler, Henry, 1945-"
Mind tricks,"Eldin, Peter."
Minecraft : the island,"Brooks, Max."
Minecraft hacks : the unofficial guide to tips and tricks that other guides won't teach you,"Miller, Megan, 1963-"
Minerals,"Pettiford, Rebecca,"
Minerva Louise,"Stoeke, Janet Morgan."
Minerva Louise and the red truck,"Stoeke, Janet Morgan."
Ming Ling,"Cosgrove, Stephen."
Ming Lo moves the mountain,"Lobel, Arnold."
Miniature horses,"Stone, Lynn M."
Minikin,"Cosgrove, Stephen."
Minnie and Moo : the attack of the Easter bunnies,"Cazet, Denys."
Minnie and Moo : the night before Christmas,"Cazet, Denys."
Minnie and Moo : will you be my valentine?,"Cazet, Denys."
Minnie and Moo and the musk of Zorro,"Cazet, Denys."
Minnie and Moo and the potato from Planet X,"Cazet, Denys."
Minnie and Moo go dancing,"Cazet, Denys."
Minnie and Moo go to Paris,"Cazet, Denys."
Minnie and Moo go to the moon,"Cazet, Denys."
Minnie and Moo meet Frankenswine,"Cazet, Denys."
"Minnie and Moo, wanted dead or alive","Cazet, Denys."
Minnow and Rose : an Oregon Trail story,"Young, Judy."
Mirabelle,"Lindgren, Astrid, 1907-"
Mirror mirror : a book of reversible verse,"Singer, Marilyn."
Miss Alaineus : a vocabulary disaster,"Frasier, Debra."
Miss Bindergarten celebrates the 100th day of kindergarten,"Slate, Joseph."
Miss Bindergarten celebrates the last day of kindergarten,"Slate, Joseph."
Miss Bindergarten Gets Ready for Kindergarten,"Slate, Joseph."
Miss Bindergarten has a wild day in kindergarten,"Slate, Joseph."
Miss Bindergarten takes a field trip with kindergarten,"Slate, Joseph."
Miss Brown is upside down!,"Gutman, Dan."
Miss Child has gone wild!,"Gutman, Dan."
Miss communication,"Holm, Jennifer L.,"
Miss Daisy is crazy!,"Gutman, Dan."
Miss Ellicott's school for the magically minded,"Blackwood, Sage,"
Miss Fiona's stupendous pumpkin pies,"Moulton, Mark Kimball."
Miss Fox's class goes green,"Spinelli, Eileen."
Miss Holly is too jolly!,"Gutman, Dan."
Miss Hunnicutt's hat,"Brumbeau, Jeff."
Miss Klute is a hoot!,"Gutman, Dan."
Miss Kraft is daft!,"Gutman, Dan."
Miss Malarkey doesn't live in room 10,"Finchler, Judy."
Miss Malarkey leaves no reader behind,"Finchler, Judy."
Miss Malarkey won't be in today,"Finchler, Judy."
Miss Mary Mack and other children's street rhymes,compiled by Joanna Cole and Stephanie Calmenson ; illustrated by Alan Tiegreen.
Miss Mingo and the first day of school,"Harper, Jamie."
Miss Nelson has a field day,"Allard, Harry."
Miss Nelson is back,"Allard, Harry."
Miss Nelson is missing!,"Allard, Harry."
Miss Popularity goes camping,"Sedita, Francesco."
Miss Rumphius,"Cooney, Barbara, 1917-2000."
Miss Smith and the haunted library,"Garland, Michael, 1952-"
Miss Smith reads again!,"Garland, Michael, 1952-"
Miss Smith under the ocean,"Garland, Michael, 1952-"
Miss Smith's incredible storybook,"Garland, Michael, 1952-"
Miss Spider's sunny patch kids,"Kirk, David, 1955-"
Miss Spider's wedding,"Kirk, David, 1955-"
Miss Tracy is spacey!,"Gutman, Dan."
Missing : one stuffed rabbit,"Cocca-Leffler, Maryann, 1958-"
Missing pieces,"West, Carly Anne,"
Missing Rabbit,"Schotter, Roni."
Mission hurricane,"Goebel, Jenny."
Mission Titanic,"Watson, Jude."
Mission to the Arctic,"Baxter, Nicola."
Mission unstoppable,"Gutman, Dan."
Mississippi River : a journey down the father of waters,"Lourie, Peter."
Mistakes were made,"Pastis, Stephan."
Mister Monday,"Nix, Garth."
Mister Seahorse,"Carle, Eric."
Misty Morgan,"Cosgrove, Stephen."
Mix it up!,"Tullet, Hervé."
Mo Willems presentsThat is NOT a good idea!,"Willems, Mo,"
Mockingbird : (Mok'ing-bûrd),"Erskine, Kathryn."
Models don't eat chocolate cookies,"Dionne, Erin, 1975-"
Modern Olympics,"Middleton, Haydn."
Moe McTooth : an alley cat's tale,"Spinelli, Eileen."
Mohandas Gandhi,"Barraclough, John, 1960-"
Moishe's miracle : a Hanukkah story,"Melmed, Laura Krauss."
Moldylocks and the three beards,"Jones, Noah (Noah Z.)"
Mole music,"McPhail, David, 1940-"
Mole's hill : a woodland tale,"Ehlert, Lois."
Molly gets mad,"Kline, Suzy."
Molly learns a lesson : a school story,"Tripp, Valerie, 1951-"
Molly Moon & the monster music,"Byng, Georgia."
Molly Moon & the morphing mystery,"Byng, Georgia."
Molly Moon stops the world,"Byng, Georgia."
"Molly Moon, Micky Minus, & the mind machine","Byng, Georgia."
Molly Moon's hypnotic time travel adventure,"Byng, Georgia."
Molly Moon's incredible book of hypnotism,"Byng, Georgia."
Molly Pitcher,"Ruffin, Frances E."
Molly Pitcher : young American patriot,"Glaser, Jason."
Molly saves the day : a summer story,"Tripp, Valerie, 1951-"
Molly Twinkletail runs away,"Meadows, Daisy."
Molly's in a mess,"Kline, Suzy."
Molly's story,"Cameron, W. Bruce."
Molly's surprise : a Christmas story,"Tripp, Valerie, 1951-"
Mom pie,"Jonell, Lynne."
"Momma, where are you from?","Bradby, Marie."
Mommies say shhh!,"Polacco, Patricia."
Mommy doesn't know my name,"Williams, Suzanne."
Mommy go away!,"Jonell, Lynne."
Mommy's hands,"Lasky, Kathryn."
Monarch Butterfly of Aster Way,"Ring, Elizabeth, 1920-"
Monday with a mad genius,"Osborne, Mary Pope."
Monet,"Venezia, Mike."
Money,"Cribb, Joe."
Money,"Richardson, Adele, 1966-"
Money and finance in colonial America,"Samuel, Charlie."
Money math : addition and subtraction,"Adler, David A.,"
Money through the ages,"Cooper, Jason, 1942-"
Monica the marshmallow fairy,"Meadows, Daisy,"
Monkey me and the pet show,"Roland, Timothy."
Monkey's clever tale,"Peters, Andrew (Andrew Fusek)"
Monkeys,"Murray, Julie, 1969-"
Monster blood,"Stine, R. L."
Monster Boy and the classroom pet,"Emerson, Carl."
Monster Boy at the library,"Emerson, Carl."
Monster Boy's field trip,"Emerson, Carl."
Monster Boy's first day of school,"Emerson, Carl."
Monster Boy's school lunch,"Emerson, Carl."
Monster Boy's soccer game,"Emerson, Carl."
Monster brother,"Auch, Mary Jane."
Monster Goose,"Sierra, Judy."
Monster manners,"Cole, Joanna."
Monster math,"Maccarone, Grace."
Monster math picnic,"Maccarone, Grace."
Monster math school time,"Maccarone, Grace."
Monster mayhem : jokes to scare you silly!,"Schultz, Sam."
Monster trucks,"Adamson, Thomas K., 1970-"
Monster trucks,"Schaefer, A. R. (Adam Richard), 1976-"
Monster trucks,"Werther, Scott P."
Monster trucks!,"Todd, Mark."
Monsters,"Mason, Paul, 1967-"
Monsters on the run,"Sherry, Kevin,"
Montezuma and the fall of the Aztecs,"Kimmel, Eric A."
Monticello,"Burgan, Michael."
Moo Cow kaboom!,"Hurd, Thacher."
Moo Moo in a tutu,"Miller, Tim,"
Moo who?,"Palatini, Margie."
Moo!,"Dolan, Penny."
Moon rising,"Sutherland, Tui, 1978-"
Moonbear's dream,"Asch, Frank."
Moonbear's pet,"Asch, Frank."
Moonbear's shadow,"Asch, Frank."
Moonbear's skyfire,"Asch, Frank."
Mooncake,"Asch, Frank."
Moonflower and the pearl of Paramour,"Sweet, J. H."
Moonhorse,"Osborne, Mary Pope."
Moonlight mischief,"Bentley, Sue, 1951-"
Moonlight on the magic flute,"Osborne, Mary Pope."
Moonrise,"Farley, Terri."
Moonrise,"Hunter, Erin."
Moons,"Vogt, Gregory."
Mooove over!,"Beil, Karen Magnuson."
Moose,"Miles, Ellen."
Moosekitos : a moose family reunion,"Palatini, Margie."
Mooseltoe,"Palatini, Margie."
More funny knock-knock jokes,"Shores, Erika L., 1976-"
More or less,"Murphy, Stuart J., 1942-"
More parts,"Arnold, Tedd."
"More picture-perfect science lessons : using children's books to guide inquiry, K-4","Ansberry, Karen Rohrich, 1966-"
More short & shivery : thirty terrifying tales,"San Souci, Robert D."
More tales of Oliver Pig,"Van Leeuwen, Jean."
Morgan and me,"Cosgrove, Stephen."
Morgan and Yew,"Cosgrove, Stephen."
Morgan mine,"Cosgrove, Stephen."
Morgan morning,"Cosgrove, Stephen."
Morgan plays soccer,"Rockwell, Anne F."
Mormon faith in America,"Hanks, Maxine, 1955-"
Mort the sport,"Kraus, Robert, 1925-"
Mortimer,"Munsch, Robert N., 1945-"
Mosquitoes,"Murray, Julie, 1969-"
Mother Bruce,"Higgins, Ryan T.,"
"Mother earth, father sky : poems of our planet",selected by Jane Yolen ; illustrations by Jennifer Hewitson.
Mother Goose,"Moses, Will."
Mother Jones : labor leader,"Miller, Connie Colwell, 1976-"
"Mother Mother I feel sick, send for the doctor quick quick quick","Charlip, Remy."
"Mother, may I?","Plourde, Lynn."
"Mother, you're the best! (but sister, you're a pest!)","De Groat, Diane."
Mothers are like that,"Carrick, Carol."
Moto and me : my year as a wildcat's foster mom,"Eszterhas, Suzi,"
Motorcycle racing,"Dregni, Michael, 1961-"
Motorcycles,"Miller, Heather."
Motorcycles,"Stille, Darlene R."
Motorcycles,"Worms, Penny."
Mount Rushmore,"Schaefer, Lola M., 1950-"
Mount Rushmore,"Troupe, Thomas Kingsley."
Mount Vernon,"Santella, Andrew."
Mountain dog,"Engle, Margarita,"
Mountain mare,"Farley, Terri."
Mountain men of the West,"Burger, James P."
Mountains,"Ballance, Alison."
Mouse cleaning,"Provencher, Rose-Marie."
Mouse count,"Walsh, Ellen Stoll."
Mouse in love,"Kraus, Robert, 1925-"
Mouse in the house,"Hassett, John."
Mouse island,"Bunting, Eve, 1928-"
Mouse magic,"Walsh, Ellen Stoll."
Mouse makes magic,"Heling, Kathryn."
Mouse mess,"Riley, Linnea Asplind."
Mouse paint,"Walsh, Ellen Stoll."
Mouse soup,"Lobel, Arnold."
Mouse tales,"Lobel, Arnold."
Mouse was mad,"Urban, Linda."
Mouse went out to get a snack,"McFarland, Lyn Rossiter."
Mouse's first Christmas,"Thompson, Lauren."
Mouse's first day of school,"Thompson, Lauren."
Mouse's first fall,"Thompson, Lauren."
Mouse's first Halloween,"Thompson, Lauren."
Mouse's first summer,"Thompson, Lauren."
Mouse's hide-and-seek words : a phonics reader,"Heling, Kathryn."
Mouseheart,"Fiedler, Lisa."
"Move over, Rover!","Beaumont, Karen."
Move!,"Jenkins, Steve, 1952-"
Movie madness,"Keene, Carolyn."
Moving day,"Blackaby, Susan."
Moving day,"Cabot, Meg."
Moving day,"Rober, Harold T.,"
Mr. Baseball,"Hooks, William H."
Mr. Bear gets alarmed,"Bradman, Tony."
Mr. Bear to the rescue,"Gliori, Debi."
Mr. Bear's new baby,"Gliori, Debi."
Mr. Brown can moo! Can you?,"Seuss, Dr."
Mr. Bubble Gum,"Hooks, William H."
Mr. Burke is berserk!,"Gutman, Dan."
Mr. Carey's garden,"Cutler, Jane."
Mr. Chickee's funny money,"Curtis, Christopher Paul."
Mr. Cooper is super!,"Gutman, Dan."
Mr. Dinosaur,"Hooks, William H."
Mr. Docker is off his rocker!,"Gutman, Dan."
Mr. Ferris and his wheel,"Davis, Kathryn, 1946-"
Mr. Giant and the beastly baron,"Bradman, Tony."
Mr. Granite is from another planet!,"Gutman, Dan."
Mr. Gumpy's motor car,"Burningham, John."
Mr. Gumpy's outing,"Burningham, John."
Mr. Hynde is out of his mind!,"Gutman, Dan."
Mr. Klutz is nuts!,"Gutman, Dan."
Mr. Lemoncello's great library race,"Grabenstein, Chris,"
Mr. Lemoncello's Library Olympics,"Grabenstein, Chris,"
Mr. Lincoln's way,"Polacco, Patricia."
Mr. Lincoln's whiskers,"Winnick, Karen B."
Mr. Macky is wacky!,"Gutman, Dan."
Mr. McGratt and the ornery cat,"Helmer, Marilyn."
Mr. Nick is a lunatic!,"Gutman, Dan,"
Mr. Peabody's apples,Madonna.
Mr. Popper's penguins,"Atwater, Richard."
Mr. Putter & Tabby bake the cake,"Rylant, Cynthia."
Mr. Putter & Tabby catch the cold,"Rylant, Cynthia."
Mr. Putter & Tabby feed the fish,"Rylant, Cynthia."
Mr. Putter & Tabby fly the plane,"Rylant, Cynthia."
Mr. Putter & Tabby make a wish,"Rylant, Cynthia."
Mr. Putter & Tabby pick the pears,"Rylant, Cynthia."
Mr. Putter & Tabby pour the tea,"Rylant, Cynthia."
Mr. Putter & Tabby run the race,"Rylant, Cynthia."
Mr. Putter & Tabby see the stars,"Rylant, Cynthia."
Mr. Putter & Tabby stir the soup,"Rylant, Cynthia."
Mr. Putter & Tabby walk the dog,"Rylant, Cynthia."
Mr. Putter & Tabby write the book,"Rylant, Cynthia."
"Mr. Revere and I : being an account of certain episodes in the career of Paul Revere, Esq. as recently revealed by his horse, Scheherazade, later prid","Lawson, Robert, 1892-1957."
Mr. Rover takes over,"Maccarone, Grace."
Mr. Sunny is funny!,"Gutman, Dan."
Mr. Terupt falls again,"Buyea, Rob."
Mr. Tiger goes wild,"Brown, Peter, 1979-"
Mr. Tony is full of baloney!,"Gutman, Dan."
Mr. Wiggle looks for answers,"Thompson, Carol, 1971-"
Mr. Wiggle loves to read,"Thompson, Carol, 1971-"
Mr. Wiggle's book,"Craig, Paula M. (Paula Margaret), 1933-"
Mr. Wiggle's library,"Thompson, Carol, 1971-"
Mr. Will needs to chill!,"Gutman, Dan."
Mr. Willowby's Christmas tree,"Barry, Robert E."
Mr. Wolf and the three bears,"Fearnley, Jan."
Mr. Wolf bounces back,"Bradman, Tony."
Mr. Wolf's pancakes,"Fearnley, Jan."
Mrs. Chicken and the hungry crocodile,"Paye, Won-Ldy."
Mrs. Cooney is loony!,"Gutman, Dan."
Mrs. Dole is out of control!,"Gutman, Dan."
Mrs. Frisby and the rats of NIMH,"O'Brien, Robert C."
Mrs. Greenberg's Messy Hanukkah.,"Glaser, Linda."
Mrs. Jafee is daffy!,"Gutman, Dan."
Mrs. Katz and Tush,"Polacco, Patricia."
Mrs. Kormel is not normal!,"Gutman, Dan."
Mrs. Lilly is silly!,"Gutman, Dan."
Mrs. Lizzy is dizzy!,"Gutman, Dan."
Mrs. Mack,"Polacco, Patricia."
Mrs. McNosh hangs up her wash,"Weeks, Sarah."
Mrs. McTats and her houseful of cats,"Capucilli, Alyssa Satin, 1957-"
Mrs. Meyer is on fire!,"Gutman, Dan,"
Mrs. Patty is batty!,"Gutman, Dan."
Mrs. Piggle-Wiggle,"MacDonald, Betty Bard."
Mrs. Piggle-Wiggle's farm,"MacDonald, Betty Bard."
Mrs. Piggle-Wiggle's magic,"MacDonald, Betty Bard."
Mrs. Roopy is loopy!,"Gutman, Dan."
Mrs. Spitzer's garden,"Pattou, Edith."
Mrs. Watson wants your teeth,"McGhee, Alison, 1960-"
Mrs. Wishy-Washy's farm,"Cowley, Joy."
Mrs. Yonkers is bonkers!,"Gutman, Dan."
Ms. Beard is weird!,"Gutman, Dan."
Ms. Coco is loco!,"Gutman, Dan."
Ms. Cuddy is nutty!,"Gutman, Dan."
Ms. Frizzle's adventures : medieval castle,"Cole, Joanna."
Ms. Hannah is bananas!,"Gutman, Dan."
Ms. Joni is a phony!,"Gutman, Dan."
Ms. Krup cracks me up!,"Gutman, Dan."
Ms. LaGrange is strange!,"Gutman, Dan."
Ms. Leakey is freaky!,"Gutman, Dan."
Ms. Todd is odd!,"Gutman, Dan."
Mucky Duck,"Grindley, Sally."
Mucus attack! : the icky investigations of Ethan Flask and Professor von Offel,"Burkett, Kathy."
Mud-puddle poodle,"Sutherland, Tui, 1978-"
Muddy : the story of blues legend Muddy Waters,"Mahin, Michael James,"
Muddypaws goes to school,"Bently, Peter, 1960-"
Mudshark,"Paulsen, Gary."
Mudslide,"Doman, Mary Kate, 1979-"
Mufaro's beautiful daughters : an African tale,"Steptoe, John."
Muffin Dragon,"Cosgrove, Stephen."
Muffy's secret admirer,"Krensky, Stephen."
Muggie Maggie,"Cleary, Beverly."
